Id,Score
1,4.4697370529174805
2,3.6158297061920166
3,4.5531840324401855
4,3.831796646118164
5,2.0505731105804443
6,4.438858985900879
7,4.77490758895874
8,4.793035507202148
9,4.0699143409729
10,4.015425682067871
11,3.857114791870117
12,4.3417863845825195
13,4.279419898986816
14,3.0289902687072754
15,3.260784149169922
16,2.637070655822754
17,4.531774044036865
18,4.462944984436035
19,3.010679244995117
20,1.3775269985198975
21,2.024784564971924
22,2.0012080669403076
23,1.9473304748535156
24,1.9701765775680542
25,2.702247381210327
26,1.9127708673477173
27,3.444871425628662
28,3.522413492202759
29,3.753180980682373
30,2.3469152450561523
31,3.492767333984375
32,4.4877424240112305
33,2.970529556274414
34,3.773482322692871
35,2.1431145668029785
36,4.059041976928711
37,4.489830493927002
38,2.8842580318450928
39,4.251400947570801
40,4.069021224975586
41,3.6568706035614014
42,3.1806468963623047
43,3.203247308731079
44,3.649019479751587
45,1.129899501800537
46,1.8146659135818481
47,3.475717306137085
48,1.1391034126281738
49,1.078174114227295
50,1.1182713508605957
51,4.1363043785095215
52,4.55842924118042
53,3.430007219314575
54,3.9780261516571045
55,4.17796516418457
56,2.7169277667999268
57,2.4745984077453613
58,4.179010391235352
59,3.9482994079589844
60,4.19744873046875
61,3.941910982131958
62,4.041224479675293
63,3.18046498298645
64,4.622123718261719
65,3.09600567817688
66,4.7902913093566895
67,4.605992317199707
68,4.581016540527344
69,4.690080642700195
70,4.796215057373047
71,4.75385856628418
72,4.814486026763916
73,4.684359550476074
74,4.795108795166016
75,4.570633411407471
76,2.3377225399017334
77,2.6991865634918213
78,4.100797653198242
79,1.1451938152313232
80,4.271702766418457
81,3.757629632949829
82,4.322842597961426
83,4.560537338256836
84,4.2490386962890625
85,4.599282264709473
86,4.68974494934082
87,4.43756628036499
88,4.244841575622559
89,4.733663082122803
90,4.024049758911133
91,4.025121688842773
92,3.58089542388916
93,4.766362190246582
94,3.884113311767578
95,4.582183361053467
96,3.9822511672973633
97,4.075239658355713
98,4.456945419311523
99,4.447397708892822
100,4.4054460525512695
101,2.5574493408203125
102,2.545013427734375
103,3.6473422050476074
104,3.2283775806427
105,3.2283775806427
106,3.434004068374634
107,3.36651873588562
108,2.710806131362915
109,3.5357253551483154
110,3.6711223125457764
111,4.581016540527344
112,4.674464225769043
113,4.503148555755615
114,4.474857330322266
115,4.542993545532227
116,4.658112049102783
117,4.484105110168457
118,4.570633411407471
119,4.316013336181641
120,4.740902900695801
121,3.879626989364624
122,4.623751640319824
123,3.797459363937378
124,4.41932487487793
125,3.7537715435028076
126,3.3383257389068604
127,4.12142276763916
128,3.452305316925049
129,4.734386920928955
130,4.441981315612793
131,3.8130853176116943
132,4.4735107421875
133,3.056859016418457
134,4.636868000030518
135,3.9487202167510986
136,4.298122406005859
137,4.317269325256348
138,4.857311248779297
139,4.696103572845459
140,4.694152355194092
141,3.3425452709198
142,3.8855812549591064
143,2.7497286796569824
144,2.6589717864990234
145,2.7303671836853027
146,2.509153366088867
147,2.0283288955688477
148,3.0526492595672607
149,4.1664533615112305
150,3.0015909671783447
151,4.636868000030518
152,4.474857330322266
153,4.91948938369751
154,4.75385856628418
155,4.828182697296143
156,4.7902913093566895
157,4.690080642700195
158,4.470584869384766
159,4.710208892822266
160,3.4603383541107178
161,4.3953986167907715
162,4.03019905090332
163,2.9569528102874756
164,2.8212077617645264
165,2.136282444000244
166,4.417072296142578
167,3.6879544258117676
168,1.435326099395752
