Id,Score
1,3.7861347833988575
2,3.556450444089552
3,4.040155355097519
4,3.4693958109280976
5,2.4640587035795165
6,3.942657299601891
7,4.5263992429678455
8,4.445650881977611
9,4.067313072736597
10,3.8360929511060107
11,3.542666147773385
12,4.64986977472415
13,4.414302944615336
14,3.0718089143387632
15,3.2073077700349892
16,3.224490337331474
17,4.270839186345571
18,4.015618797373658
19,3.450303027600074
20,1.7432595933882322
21,2.5775529118837546
22,2.413760441844185
23,2.4510280045255213
24,2.636968431725564
25,3.14969132584501
26,2.7474895099233785
27,3.3784864724606236
28,2.6150217344018496
29,3.3921865775368607
30,2.9133168777774165
31,5.0
32,3.743596078277142
33,3.6874009916876154
34,4.071170378278723
35,3.684899986089146
36,4.963168547423318
37,4.2164708030960885
38,3.9641006628242574
39,5.0
40,4.77367495756913
41,3.3798392040446212
42,3.017850611229704
43,3.5306160815530836
44,3.6945586682751044
45,1.5167058749120552
46,2.2291511230588754
47,3.0888452663335597
48,1.18919313212371
49,1.096888727572861
50,2.246382356716667
51,4.235168388882013
52,4.256590710687293
53,3.390176316664754
54,3.7638666797884595
55,4.3216502352564685
56,3.304880883145803
57,2.7573756210869753
58,4.009187460052852
59,3.7897057594915466
60,3.9868312878082235
61,3.8649813213809163
62,4.098645170698247
63,3.709972542429571
64,4.5665216288818415
65,3.6379951210276835
66,4.7896056508762035
67,4.328882257045092
68,4.724125208189214
69,4.402550421541656
70,4.650095916945508
71,4.750923089902827
72,4.927365621856457
73,4.709798783661374
74,4.549840007622838
75,4.549309953593267
76,3.2674041353675265
77,3.0439828399701727
78,3.7162880711346196
79,2.3981876685435273
80,3.8010573952696354
81,3.7832738844735623
82,4.09590310746841
83,4.496274703685174
84,4.247132527840919
85,4.608719233759274
86,4.568716412797273
87,4.35758134378465
88,4.819270526912639
89,4.546329233968597
90,3.987161191746202
91,4.199339499434516
92,3.7379822993028986
93,4.493319177432991
94,4.113743204755183
95,4.5278925881162895
96,3.9942377496651877
97,4.313487854690009
98,4.5271580724037035
99,4.202807869758036
100,4.475522268419725
101,2.9005325100615913
102,2.659934870208779
103,3.5219406735124212
104,3.1848422683503017
105,3.4911205215942394
106,3.5996652256360306
107,3.441275242607722
108,2.649539080044839
109,3.7428229026923074
110,3.879197819140007
111,4.4613209765021455
112,4.779695854436439
113,4.5301229301025145
114,4.597102811764926
115,4.6766217576785305
116,4.789343463750271
117,4.532262700702688
118,4.596912857510558
119,4.304242922416003
120,4.637289171006025
121,3.829924141633022
122,4.690554212211581
123,3.564859627212569
124,3.585302722829063
125,4.115849906539461
126,4.0112956600716405
127,3.327121451235275
128,2.9735753996522227
129,4.399002245707691
130,4.078692510039998
131,4.2316695245777245
132,4.415953524817648
133,3.683907673311321
134,4.359445544839129
135,4.099147607530087
136,4.271222228128815
137,4.550990926584093
138,4.755808309756275
139,4.4285445622721324
140,4.694477548711835
141,3.456415479965776
142,4.294661511263024
143,3.517435895177686
144,2.649316544805301
145,2.861987734402798
146,2.7996559544828026
147,1.8259386465715646
148,3.20670451797247
149,3.4076019685650216
150,2.643129396706778
151,4.539399260454286
152,4.358518547173475
153,5.0
154,4.8023913290764275
155,4.91291998908854
156,4.877437116710129
157,4.713161014486864
158,4.493481254040067
159,4.697673848801194
160,3.2795252050655215
161,3.4555138195192105
162,3.6781011092801346
163,3.242985426467276
164,3.1759754659787878
165,2.880748997643382
166,3.472305181091168
167,3.6865133155937846
168,2.4927731346936572
169,3.4952625734045357
170,3.3589618115195288
171,3.463829299367319
172,4.226549289337773
173,4.489403893998096
174,3.8309659036836763
175,3.578688633281397
176,4.709357009988236
177,3.9265351545405354
178,4.242790733036784
179,3.324106883756523
180,3.0281289770229836
181,3.551587445174209
182,3.8624040458072377
183,3.4128899088293614
184,3.799843605900383
185,3.656285847567203
186,4.106263039099666
187,4.128821116396609
188,4.140651691545171
189,4.022105639785452
190,3.512908667772352
191,3.1511737584303465
192,3.3024892506035757
193,3.303396534705752
194,3.1208920765157706
195,3.4325292509145813
196,3.4886662314714796
197,3.3256100381234748
198,2.6224346169991812
199,3.1714623832222024
200,3.067671646150139
201,1.1481577802616918
202,3.8726294251689555
203,3.5114888278670326
204,3.399954375036883
205,3.378582619910468
206,1.731733541044037
207,2.0788118525542574
208,3.7501693815075257
209,3.6795749084311717
210,2.0577683292166156
211,4.366919418028938
212,2.7699054982744116
213,3.895607624917434
214,3.4700202629710133
215,4.1951755665597945
216,2.3606802489234773
217,1.959943904833396
218,4.035368601562384
219,4.644096392122911
220,2.313842033047009
221,4.221702606099956
222,3.7545458523393127
223,3.8842756386398496
224,3.702900632449481
225,3.041581192450066
226,3.7990948027595794
227,3.12837870233225
228,3.2032256290059538
229,4.230707081169649
230,3.2017225136993477
231,4.996297886341408
232,4.41554632700071
233,4.4150242609551205
234,4.840405432239622
235,4.061592591285638
236,3.9229065689423166
237,4.9372243955954245
238,3.6936743672124446
239,3.987448218442252
240,4.016294068504129
241,3.8296995700921115
242,4.351865128111497
243,4.092966815799223
244,4.105413010524383
245,4.047313179545826
246,4.199433726997408
247,4.170296831157299
248,4.205933954787786
249,3.22013423623321
250,4.034919414240059
251,3.4190754329935906
252,3.135422436182624
253,3.1126726258188024
254,2.317508195830689
255,3.4789193900056747
256,2.5903447692150436
257,2.898800782004297
258,1.8117898299796167
259,2.8462342111622623
260,2.8155357925985176
261,2.998561080081434
262,3.715200566043672
263,2.9920343219601366
264,3.544859749283578
265,2.4323503231586843
266,3.807412438763732
267,2.9314015735675634
268,3.2910608156867007
269,3.068140215476962
270,2.6468098555540487
271,4.160802666764705
272,4.349335612270027
273,4.007490041035289
274,4.422692489081859
275,4.520784978889224
276,3.9670449336233626
277,4.248136424292076
278,3.3763301825589105
279,4.1024494232461155
280,3.5310427508819573
281,4.5313668658560315
282,4.401750132237603
283,3.399482831997306
284,3.678805019344899
285,2.9829857092583345
286,2.736973742277386
287,2.9321192820362754
288,3.4449123147911394
289,3.3875558107838373
290,3.3490628829156353
291,3.9327393235542303
292,4.13490950495216
293,3.5684226716728036
294,4.313802194461142
295,3.54581554012752
296,4.395144140879824
297,2.917045172801098
298,3.088817394884671
299,2.5581798062513745
300,4.272640803022269
301,4.120153239471856
302,4.437597998043285
303,3.5229850428165492
304,4.174065653236098
305,4.0512271423293855
306,4.027841727490228
307,3.8553916016721814
308,2.833081501839252
309,3.7132471912939518
310,3.3425079976939607
311,3.4226614341301693
312,3.4523919376775587
313,3.628817701562015
314,3.3367369861386558
315,3.2256132813064995
316,3.7394641094592584
317,2.826909975937356
318,2.926118432723338
319,3.4652026408292294
320,3.2113190748581357
321,4.028244885573495
322,3.5839105147064636
323,4.023997174869292
324,4.425882684342915
325,3.7207247786918956
326,4.059447434662963
327,3.794671783533737
328,3.7219766805822796
329,3.3920918326997387
330,3.5754949525593553
331,4.924715661384129
332,3.2309178119072803
333,3.0125842351086334
334,4.461022541710497
335,4.007525083926288
336,3.42972128539286
337,3.678358932635198
338,3.750700950557925
339,3.419430317790591
340,3.5886703880231807
341,3.3594121428864296
342,2.381619533281174
343,2.608616997064739
344,2.366677095277526
345,2.9514883949337696
346,3.3714501502342245
347,2.2727853427249443
348,2.6026555378736154
349,2.606681998159116
350,2.5444483349859577
351,4.23993976929308
352,4.4417386728922885
353,4.4675727613001985
354,3.6511714069639924
355,3.947800406855042
356,3.3255709720254862
357,4.079033952415041
358,4.458611106987942
359,4.050965901495065
360,3.186238208020904
361,4.135828995752509
362,4.291022979273159
363,4.13356739291699
364,4.016900694130093
365,4.276226228145037
366,3.8665562476288793
367,3.680170097666577
368,3.707281519159667
369,2.767906169947738
370,3.5155731754534374
371,4.806319146713407
372,3.202171626717465
373,3.6333594624062164
374,4.693623230963864
375,4.4681670741475505
376,3.8863977722421055
377,4.303291828814639
378,3.9070399340913684
379,2.5854644817362065
380,2.253613114312786
381,4.251869699933597
382,4.231810757646714
383,4.134448650926832
384,4.8467302745741945
385,4.381247365920793
386,4.061672732013131
387,3.6017334700307666
388,3.805671023845278
389,2.2611125209630947
390,3.917814991380751
391,1.7187387742457125
392,3.0601832249470458
393,3.032722070760676
394,2.695695911416184
395,2.8874597267264863
396,2.9582403765425673
397,2.9277236703408636
398,2.745409581340699
399,2.460534602220343
400,2.419537564532406
401,3.8148280984922684
402,3.6326183042501117
403,4.038216015623814
404,3.9916589730648324
405,3.744158779828869
406,3.815193903859931
407,3.8096055942167477
408,3.434481488704294
409,3.8980031411545304
410,3.4842522576080723
